vendor_category,department_name,reporting_month,total_shipments,total_gross_sales,avg_delay_days,late_delivery_rate,rolling_3_month_sales_avg,risk_rank_within_department
Indoor/Outdoor Games,Fan Shop,10/24/2,42,6897.24,0.45,54.76,6464.08,86
Indoor/Outdoor Games,Fan Shop,2/1/201,47,6447.42,0.45,59.57,6064.24,86
Indoor/Outdoor Games,Fan Shop,5/14/20,65,10145.94,0.45,60.0,7846.86,86
Indoor/Outdoor Games,Fan Shop,5/8/201,65,9746.1,0.45,46.15,9512.86,86
Indoor/Outdoor Games,Fan Shop,8/29/20,62,8496.6,0.45,53.23,6880.58,86
Water Sports,Fan Shop,1/4/201,40,7999.6,0.45,55.0,9332.87,86
Water Sports,Fan Shop,12/3/20,31,6199.69,0.45,48.39,6466.34,86
Water Sports,Fan Shop,2/17/20,42,8399.58,0.45,47.62,8332.92,86
Water Sports,Fan Shop,4/21/20,49,9799.51,0.45,55.1,9399.53,86
Water Sports,Fan Shop,5/2/201,42,8399.58,0.45,69.05,8799.56,86
Water Sports,Fan Shop,5/30/20,60,11999.4,0.45,51.67,9599.52,86
Water Sports,Fan Shop,7/27/20,40,7999.6,0.45,55.0,8999.55,86
Water Sports,Fan Shop,8/17/20,55,10999.45,0.45,47.27,10999.45,86
Water Sports,Fan Shop,8/9/201,44,8799.56,0.45,45.45,8266.25,86
Camping & Hiking,Fan Shop,1/5/201,34,10199.32,0.44,58.82,12399.17,87
Camping & Hiking,Fan Shop,10/11/2,25,7499.5,0.44,56.0,9299.38,87
Camping & Hiking,Fan Shop,12/21/2,16,4799.68,0.44,56.25,4799.68,87
Camping & Hiking,Fan Shop,5/30/20,61,18298.78,0.44,52.46,14199.05,87
Fishing,Fan Shop,10/30/2,27,10799.46,0.44,59.26,13865.97,87
Fishing,Fan Shop,11/30/2,43,17199.14,0.44,51.16,15199.24,87
Fishing,Fan Shop,12/13/2,34,13599.32,0.44,50.0,12932.69,87
Fishing,Fan Shop,12/29/2,32,12799.36,0.44,53.13,14265.95,87
Fishing,Fan Shop,3/15/20,45,17999.1,0.44,53.33,17865.77,87
Fishing,Fan Shop,5/30/20,64,25598.72,0.44,57.81,20665.63,87
Fishing,Fan Shop,6/3/201,43,17199.14,0.44,58.14,16799.16,87
Fishing,Fan Shop,7/10/20,48,19199.04,0.44,54.17,21065.61,87
Fishing,Fan Shop,8/30/20,59,23598.82,0.44,61.02,20132.33,87
Fishing,Fan Shop,9/2/201,50,19999.0,0.44,56.0,20932.29,87
Fishing,Fan Shop,9/27/20,52,20798.96,0.44,65.38,20132.33,87
Indoor/Outdoor Games,Fan Shop,10/19/2,43,6547.38,0.44,51.16,5647.74,87
Indoor/Outdoor Games,Fan Shop,11/22/2,39,5597.76,0.44,46.15,6130.88,87
Indoor/Outdoor Games,Fan Shop,12/5/20,36,5097.96,0.44,55.56,4964.68,87
Indoor/Outdoor Games,Fan Shop,8/12/20,55,8696.52,0.44,56.36,8080.1,87
Indoor/Outdoor Games,Fan Shop,8/2/201,54,7247.1,0.44,50.0,7230.44,87
Water Sports,Fan Shop,10/1/20,54,10799.46,0.44,46.3,8932.89,87
Water Sports,Fan Shop,3/25/20,50,9999.5,0.44,50.0,8932.89,87
Water Sports,Fan Shop,4/19/20,54,10799.46,0.44,59.26,10266.15,87
Water Sports,Fan Shop,5/14/20,43,8599.57,0.44,60.47,9332.87,87
Water Sports,Fan Shop,6/26/20,59,11799.41,0.44,49.15,9599.52,87
Water Sports,Fan Shop,7/6/201,57,11399.43,0.44,50.88,9666.18,87
Water Sports,Fan Shop,8/1/201,45,8999.55,0.44,53.33,9932.84,87
Camping & Hiking,Fan Shop,10/3/20,35,10499.3,0.43,40.0,9199.39,88
Camping & Hiking,Fan Shop,11/25/2,30,8999.4,0.43,63.33,9699.35,88
Camping & Hiking,Fan Shop,4/20/20,35,10499.3,0.43,51.43,12699.15,88
Fishing,Fan Shop,1/23/20,54,21598.92,0.43,62.96,22532.21,88
Fishing,Fan Shop,4/13/20,47,18799.06,0.43,51.06,21465.59,88
Fishing,Fan Shop,5/14/20,58,23198.84,0.43,53.45,21865.57,88
Indoor/Outdoor Games,Fan Shop,11/13/2,47,7297.08,0.43,57.45,6930.56,88
Indoor/Outdoor Games,Fan Shop,2/7/201,68,9746.1,0.43,51.47,10129.28,88
Indoor/Outdoor Games,Fan Shop,4/29/20,61,8996.4,0.43,57.38,7980.14,88
Water Sports,Fan Shop,2/21/20,47,9399.53,0.43,42.55,9732.85,88
Water Sports,Fan Shop,2/28/20,47,9399.53,0.43,44.68,9199.54,88
Water Sports,Fan Shop,5/4/201,49,9799.51,0.43,46.94,10132.83,88
Water Sports,Fan Shop,5/9/201,61,12199.39,0.43,45.9,11332.77,88
Water Sports,Fan Shop,9/15/20,44,8949.56,0.43,47.73,9332.88,88
Camping & Hiking,Fan Shop,1/29/20,33,9899.34,0.42,48.48,11999.2,89
Camping & Hiking,Fan Shop,10/14/2,31,9299.38,0.42,51.61,8599.43,89
Camping & Hiking,Fan Shop,11/1/20,26,7799.48,0.42,53.85,8499.43,89
Camping & Hiking,Fan Shop,3/19/20,45,13499.1,0.42,51.11,11599.23,89
Camping & Hiking,Fan Shop,4/19/20,53,15898.94,0.42,54.72,14399.04,89
Camping & Hiking,Fan Shop,5/14/20,48,14399.04,0.42,56.25,12599.16,89
Fishing,Fan Shop,10/26/2,24,9599.52,0.42,45.83,11599.42,89
Fishing,Fan Shop,2/27/20,45,17999.1,0.42,51.11,19732.35,89
Fishing,Fan Shop,3/5/201,55,21998.9,0.42,54.55,20132.33,89
Fishing,Fan Shop,4/26/20,45,17999.1,0.42,64.44,19732.35,89
Fishing,Fan Shop,5/31/20,43,17199.14,0.42,55.81,20132.33,89
Indoor/Outdoor Games,Fan Shop,1/27/20,66,10395.84,0.42,50.0,10262.56,89
Indoor/Outdoor Games,Fan Shop,1/6/201,57,8546.58,0.42,50.88,7680.26,89
Indoor/Outdoor Games,Fan Shop,11/1/20,43,6897.24,0.42,58.14,5847.66,89
Indoor/Outdoor Games,Fan Shop,6/29/20,65,10595.76,0.42,50.77,8729.84,89
Indoor/Outdoor Games,Fan Shop,7/23/20,66,10745.7,0.42,51.52,9462.88,89
Water Sports,Fan Shop,10/25/2,31,6199.69,0.42,54.84,6333.02,89
Water Sports,Fan Shop,11/26/2,40,7999.6,0.42,42.5,6266.35,89
Water Sports,Fan Shop,12/31/2,31,6199.69,0.42,45.16,6599.67,89
Water Sports,Fan Shop,2/8/201,62,12399.38,0.42,54.84,10332.82,89
Camping & Hiking,Fan Shop,10/13/2,22,6599.56,0.41,59.09,7999.47,90
Camping & Hiking,Fan Shop,11/13/2,29,8699.42,0.41,65.52,8399.44,90
Camping & Hiking,Fan Shop,12/18/2,27,8099.46,0.41,59.26,6599.56,90
Camping & Hiking,Fan Shop,3/6/201,46,13799.08,0.41,47.83,13099.13,90
Camping & Hiking,Fan Shop,7/6/201,44,13199.12,0.41,47.73,10499.3,90
Fishing,Fan Shop,1/5/201,37,14799.26,0.41,59.46,17999.1,90
Fishing,Fan Shop,11/25/2,34,13599.32,0.41,52.94,13199.34,90
Fishing,Fan Shop,3/20/20,59,23598.82,0.41,52.54,23598.82,90
Fishing,Fan Shop,4/8/201,64,25598.72,0.41,46.88,22532.21,90
Fishing,Fan Shop,6/28/20,41,16399.18,0.41,60.98,20798.96,90
Indoor/Outdoor Games,Fan Shop,11/14/2,32,5297.88,0.41,59.38,6963.88,90
Indoor/Outdoor Games,Fan Shop,11/3/20,46,7147.14,0.41,56.52,5647.74,90
Indoor/Outdoor Games,Fan Shop,12/8/20,39,5897.64,0.41,51.28,5797.68,90
Indoor/Outdoor Games,Fan Shop,3/27/20,56,7946.82,0.41,50.0,8046.78,90
Indoor/Outdoor Games,Fan Shop,3/31/20,61,9496.2,0.41,52.46,9113.02,90
Indoor/Outdoor Games,Fan Shop,3/7/201,61,9096.36,0.41,52.46,9612.82,90
Indoor/Outdoor Games,Fan Shop,4/17/20,54,8396.64,0.41,53.7,8863.12,90
Indoor/Outdoor Games,Fan Shop,5/25/20,51,7447.02,0.41,58.82,8146.74,90
Indoor/Outdoor Games,Fan Shop,9/3/201,61,9446.22,0.41,52.46,8230.04,90
Indoor/Outdoor Games,Fan Shop,9/8/201,49,6647.34,0.41,48.98,7596.96,90
Water Sports,Fan Shop,4/8/201,46,9199.54,0.41,58.7,8999.55,90
Water Sports,Fan Shop,6/4/201,41,8199.59,0.41,51.22,8399.58,90
Camping & Hiking,Fan Shop,12/31/2,25,7499.5,0.4,48.0,7899.47,91
Camping & Hiking,Fan Shop,3/26/20,45,13499.1,0.4,55.56,12799.15,91
Camping & Hiking,Fan Shop,5/12/20,42,12599.16,0.4,52.38,11799.21,91
Camping & Hiking,Fan Shop,5/15/20,43,12899.14,0.4,46.51,12699.15,91
Fishing,Fan Shop,12/21/2,42,16799.16,0.4,50.0,15599.22,91
Fishing,Fan Shop,2/26/20,53,21198.94,0.4,50.94,20265.65,91
Fishing,Fan Shop,3/26/20,45,17999.1,0.4,55.56,18665.73,91
Fishing,Fan Shop,6/24/20,45,17999.1,0.4,53.33,22665.53,91
Fishing,Fan Shop,7/24/20,50,19999.0,0.4,54.0,19332.37,91
Fishing,Fan Shop,8/8/201,52,20798.96,0.4,48.08,21598.92,91
Indoor/Outdoor Games,Fan Shop,4/9/201,57,8196.72,0.4,54.39,7696.92,91
Indoor/Outdoor Games,Fan Shop,6/22/20,48,6997.2,0.4,54.17,7813.54,91
Indoor/Outdoor Games,Fan Shop,8/9/201,52,7896.84,0.4,53.85,7813.54,91
Indoor/Outdoor Games,Fan Shop,9/14/20,73,10445.82,0.4,56.16,9246.3,91
Water Sports,Fan Shop,1/13/20,50,9999.5,0.4,46.0,8532.91,91
Water Sports,Fan Shop,11/24/2,30,5999.7,0.4,46.67,6266.35,91
Water Sports,Fan Shop,3/5/201,45,8999.55,0.4,46.67,9066.21,91
Water Sports,Fan Shop,4/20/20,45,8999.55,0.4,51.11,9732.85,91
Water Sports,Fan Shop,5/18/20,47,9399.53,0.4,53.19,10666.13,91
Water Sports,Fan Shop,5/3/201,50,9999.5,0.4,60.0,7932.94,91
Water Sports,Fan Shop,5/31/20,43,8599.57,0.4,60.47,10199.49,91
Water Sports,Fan Shop,6/20/20,53,10599.47,0.4,54.72,9799.51,91
Camping & Hiking,Fan Shop,1/22/20,51,15298.98,0.39,50.98,12299.18,92
Camping & Hiking,Fan Shop,1/6/201,38,11399.24,0.39,55.26,11199.25,92
Camping & Hiking,Fan Shop,11/16/2,23,6899.54,0.39,60.87,7599.49,92
Camping & Hiking,Fan Shop,2/19/20,44,13199.12,0.39,50.0,13999.07,92
Camping & Hiking,Fan Shop,5/13/20,36,10799.28,0.39,47.22,12199.19,92
Camping & Hiking,Fan Shop,7/2/201,46,13799.08,0.39,47.83,13599.09,92
Fishing,Fan Shop,10/27/2,41,16399.18,0.39,56.1,13332.67,92
Fishing,Fan Shop,2/16/20,61,24398.78,0.39,55.74,21332.27,92
Fishing,Fan Shop,3/12/20,57,22798.86,0.39,56.14,21198.94,92
Fishing,Fan Shop,8/4/201,54,21598.92,0.39,55.56,20398.98,92
Fishing,Fan Shop,9/28/20,62,24798.76,0.39,45.16,21732.25,92
Indoor/Outdoor Games,Fan Shop,1/8/201,61,9496.2,0.39,55.74,9063.04,92
Indoor/Outdoor Games,Fan Shop,10/5/20,41,5897.64,0.39,43.9,6347.46,92
Indoor/Outdoor Games,Fan Shop,12/9/20,38,5847.66,0.39,55.26,6014.26,92
Indoor/Outdoor Games,Fan Shop,5/28/20,56,7946.82,0.39,57.14,7347.06,92
Indoor/Outdoor Games,Fan Shop,5/6/201,61,8146.74,0.39,55.74,8579.9,92
Indoor/Outdoor Games,Fan Shop,8/11/20,57,8496.6,0.39,52.63,7896.84,92
Water Sports,Fan Shop,10/31/2,36,7199.64,0.39,47.22,7199.64,92
Water Sports,Fan Shop,11/30/2,33,6599.67,0.39,48.48,5933.04,92
Water Sports,Fan Shop,7/12/20,61,12199.39,0.39,55.74,10932.79,92
Water Sports,Fan Shop,7/31/20,38,7599.62,0.39,52.63,8599.57,92
Camping & Hiking,Fan Shop,1/20/20,40,11999.2,0.38,52.5,12699.15,93
Camping & Hiking,Fan Shop,11/2/20,32,9599.36,0.38,50.0,8299.45,93
Camping & Hiking,Fan Shop,12/15/2,24,7199.52,0.38,58.33,7699.49,93
Camping & Hiking,Fan Shop,8/2/201,45,13499.1,0.38,48.89,12399.17,93
Camping & Hiking,Fan Shop,9/19/20,34,10199.32,0.38,52.94,11899.21,93
Fishing,Fan Shop,11/1/20,37,14799.26,0.38,51.35,13865.97,93
Fishing,Fan Shop,3/2/201,58,23198.84,0.38,51.72,23465.49,93
Fishing,Fan Shop,4/16/20,47,18799.06,0.38,57.45,19332.37,93
Fishing,Fan Shop,7/28/20,58,23198.84,0.38,51.72,18132.43,93
Fishing,Fan Shop,7/7/201,61,24398.78,0.38,52.46,22532.21,93
Indoor/Outdoor Games,Fan Shop,10/29/2,32,5047.98,0.38,53.13,6247.5,93
Indoor/Outdoor Games,Fan Shop,6/14/20,66,9946.02,0.38,50.0,8796.48,93
Indoor/Outdoor Games,Fan Shop,6/26/20,55,7596.96,0.38,52.73,6913.9,93
Indoor/Outdoor Games,Fan Shop,9/20/20,69,10645.74,0.38,53.62,9896.04,93
Water Sports,Fan Shop,12/24/2,29,5799.71,0.38,55.17,5999.7,93
Water Sports,Fan Shop,6/8/201,39,7799.61,0.38,48.72,8132.93,93
Water Sports,Fan Shop,8/12/20,40,7999.6,0.38,52.5,8799.56,93
Camping & Hiking,Fan Shop,1/8/201,43,12899.14,0.37,48.84,11799.21,94
Camping & Hiking,Fan Shop,11/22/2,30,8999.4,0.37,53.33,8299.45,94
Camping & Hiking,Fan Shop,5/20/20,43,12899.14,0.37,48.84,12299.18,94
Camping & Hiking,Fan Shop,8/30/20,46,13799.08,0.37,58.7,13299.11,94
Fishing,Fan Shop,1/15/20,52,20798.96,0.37,55.77,21065.61,94
Fishing,Fan Shop,11/19/2,35,13999.3,0.37,45.71,15999.2,94
Indoor/Outdoor Games,Fan Shop,1/7/201,59,9146.34,0.37,44.07,8746.5,94
Indoor/Outdoor Games,Fan Shop,10/16/2,35,5597.76,0.37,57.14,6014.26,94
Indoor/Outdoor Games,Fan Shop,12/24/2,49,7646.94,0.37,53.06,6847.26,94
Indoor/Outdoor Games,Fan Shop,2/16/20,59,9596.16,0.37,50.85,9146.34,94
Indoor/Outdoor Games,Fan Shop,6/6/201,57,8296.68,0.37,54.39,8613.22,94
Indoor/Outdoor Games,Fan Shop,8/26/20,65,10345.86,0.37,53.85,8413.3,94
Indoor/Outdoor Games,Fan Shop,9/2/201,70,9596.16,0.37,55.71,10295.88,94
Water Sports,Fan Shop,10/18/2,30,5999.7,0.37,50.0,5399.73,94
Water Sports,Fan Shop,9/28/20,52,10549.48,0.37,42.31,10199.51,94
Camping & Hiking,Fan Shop,1/15/20,42,12599.16,0.36,54.76,12199.19,95
Camping & Hiking,Fan Shop,4/5/201,33,9899.34,0.36,54.55,9399.37,95
Camping & Hiking,Fan Shop,5/25/20,39,11699.22,0.36,56.41,10799.28,95
Camping & Hiking,Fan Shop,7/4/201,33,9899.34,0.36,48.48,10199.32,95
Fishing,Fan Shop,3/22/20,45,17999.1,0.36,57.78,19999.0,95
Fishing,Fan Shop,5/28/20,42,16799.16,0.36,52.38,19465.69,95
Fishing,Fan Shop,7/22/20,50,19999.0,0.36,58.0,19199.04,95
Fishing,Fan Shop,8/29/20,47,18799.06,0.36,48.94,19065.71,95
Indoor/Outdoor Games,Fan Shop,1/9/201,42,6147.54,0.36,50.0,8263.36,95
Indoor/Outdoor Games,Fan Shop,12/28/2,47,7896.84,0.36,53.19,6297.48,95
Indoor/Outdoor Games,Fan Shop,5/10/20,56,7147.14,0.36,55.36,7696.92,95
Water Sports,Fan Shop,10/22/2,33,6599.67,0.36,45.45,5999.7,95
Water Sports,Fan Shop,10/29/2,28,5599.72,0.36,53.57,6799.66,95
Water Sports,Fan Shop,11/22/2,25,4999.75,0.36,48.0,6133.03,95
Water Sports,Fan Shop,3/30/20,50,9999.5,0.36,46.0,10932.79,95
Camping & Hiking,Fan Shop,8/21/20,46,13799.08,0.35,50.0,12399.17,96
Camping & Hiking,Fan Shop,9/15/20,46,13799.08,0.35,47.83,12799.15,96
Fishing,Fan Shop,10/17/2,34,13599.32,0.35,50.0,13732.65,96
Fishing,Fan Shop,12/20/2,31,12399.38,0.35,58.06,15465.89,96
Fishing,Fan Shop,3/13/20,48,19199.04,0.35,43.75,18665.73,96
Indoor/Outdoor Games,Fan Shop,2/17/20,66,10245.9,0.35,53.03,9962.68,96
Indoor/Outdoor Games,Fan Shop,3/21/20,63,9696.12,0.35,55.56,7830.2,96
Indoor/Outdoor Games,Fan Shop,4/4/201,51,7147.14,0.35,50.98,9013.06,96
Indoor/Outdoor Games,Fan Shop,7/6/201,54,8196.72,0.35,42.59,9096.36,96
Water Sports,Fan Shop,5/21/20,40,7999.6,0.35,57.5,8799.56,96
Water Sports,Fan Shop,6/22/20,43,8599.57,0.35,53.49,9732.85,96
Water Sports,Fan Shop,8/21/20,49,9799.51,0.35,40.82,9866.17,96
Camping & Hiking,Fan Shop,4/17/20,47,14099.06,0.34,55.32,13299.11,97
Fishing,Fan Shop,1/22/20,53,21198.94,0.34,49.06,22132.23,97
Fishing,Fan Shop,12/27/2,41,16399.18,0.34,58.54,17065.81,97
Fishing,Fan Shop,2/17/20,50,19999.0,0.34,52.0,22132.23,97
Fishing,Fan Shop,8/13/20,47,18799.06,0.34,57.45,17865.77,97
Fishing,Fan Shop,8/19/20,50,19999.0,0.34,48.0,20932.29,97
Indoor/Outdoor Games,Fan Shop,5/23/20,59,8446.62,0.34,50.85,10112.62,97
Indoor/Outdoor Games,Fan Shop,7/3/201,58,8096.76,0.34,51.72,8246.7,97
Water Sports,Fan Shop,11/16/2,35,6999.65,0.34,51.43,6199.69,97
Camping & Hiking,Fan Shop,11/12/2,30,8999.4,0.33,46.67,7799.48,98
Camping & Hiking,Fan Shop,8/25/20,40,11999.2,0.33,50.0,10699.29,98
Camping & Hiking,Fan Shop,8/3/201,46,13799.08,0.33,47.83,11999.2,98
Camping & Hiking,Fan Shop,9/4/201,45,13499.1,0.33,57.78,11899.21,98
Fishing,Fan Shop,1/26/20,57,22798.86,0.33,45.61,22132.23,98
Fishing,Fan Shop,10/21/2,30,11999.4,0.33,50.0,12399.38,98
Fishing,Fan Shop,11/7/20,45,17999.1,0.33,48.89,15065.91,98
Fishing,Fan Shop,2/2/201,46,18399.08,0.33,50.0,19732.35,98
Fishing,Fan Shop,2/20/20,49,19599.02,0.33,55.1,18132.43,98
Fishing,Fan Shop,4/10/20,49,19599.02,0.33,48.98,22932.19,98
Fishing,Fan Shop,5/5/201,49,19599.02,0.33,55.1,18132.43,98
Fishing,Fan Shop,5/6/201,43,17199.14,0.33,46.51,18132.43,98
Fishing,Fan Shop,8/31/20,40,15999.2,0.33,50.0,19199.04,98
Fishing,Fan Shop,9/14/20,49,19599.02,0.33,61.22,21198.94,98
Indoor/Outdoor Games,Fan Shop,12/16/2,51,7247.1,0.33,39.22,6497.4,98
Indoor/Outdoor Games,Fan Shop,12/2/20,43,6397.44,0.33,55.81,5864.32,98
Indoor/Outdoor Games,Fan Shop,12/6/20,36,5197.92,0.33,52.78,4964.68,98
Indoor/Outdoor Games,Fan Shop,2/22/20,63,9446.22,0.33,49.21,8413.3,98
Indoor/Outdoor Games,Fan Shop,6/19/20,45,6397.44,0.33,51.11,7596.96,98
Indoor/Outdoor Games,Fan Shop,8/13/20,42,6347.46,0.33,54.76,7846.86,98
Water Sports,Fan Shop,3/17/20,48,9599.52,0.33,50.0,9732.85,98
Water Sports,Fan Shop,7/1/201,46,9199.54,0.33,47.83,8799.56,98
Water Sports,Fan Shop,7/25/20,49,9799.51,0.33,53.06,10132.83,98
Camping & Hiking,Fan Shop,10/31/2,19,5699.62,0.32,52.63,7899.47,99
Camping & Hiking,Fan Shop,11/3/20,41,12299.18,0.32,43.9,9999.33,99
Camping & Hiking,Fan Shop,11/9/20,25,7499.5,0.32,56.0,8799.41,99
Camping & Hiking,Fan Shop,6/25/20,41,12299.18,0.32,43.9,11399.24,99
Fishing,Fan Shop,4/11/20,56,22398.88,0.32,48.21,22932.19,99
Fishing,Fan Shop,4/20/20,44,17599.12,0.32,54.55,21465.59,99
Fishing,Fan Shop,4/7/201,53,21198.94,0.32,47.17,20532.31,99
Fishing,Fan Shop,7/25/20,47,18799.06,0.32,48.94,18932.39,99
Indoor/Outdoor Games,Fan Shop,10/7/20,28,4098.36,0.32,60.71,5547.78,99
Indoor/Outdoor Games,Fan Shop,2/19/20,65,9596.16,0.32,47.69,9679.46,99
Indoor/Outdoor Games,Fan Shop,4/28/20,57,7996.8,0.32,50.88,8296.68,99
Indoor/Outdoor Games,Fan Shop,9/22/20,60,9796.08,0.32,55.0,9412.9,99
Water Sports,Fan Shop,11/29/2,38,7599.62,0.32,44.74,6733.0,99
Water Sports,Fan Shop,3/3/201,56,11199.44,0.32,50.0,10732.8,99
Camping & Hiking,Fan Shop,11/8/20,29,8699.42,0.31,44.83,9299.38,100
Camping & Hiking,Fan Shop,3/11/20,35,10499.3,0.31,51.43,11999.2,100
Camping & Hiking,Fan Shop,3/20/20,48,14399.04,0.31,50.0,13599.09,100
Camping & Hiking,Fan Shop,5/19/20,35,10499.3,0.31,57.14,10899.27,100
Camping & Hiking,Fan Shop,6/19/20,45,13499.1,0.31,48.89,10999.27,100
Camping & Hiking,Fan Shop,7/16/20,45,13499.1,0.31,48.89,11699.22,100
Fishing,Fan Shop,12/4/20,32,12799.36,0.31,46.88,14532.61,100
Fishing,Fan Shop,8/3/201,45,17999.1,0.31,55.56,19465.69,100
Indoor/Outdoor Games,Fan Shop,10/18/2,35,4898.04,0.31,51.43,5331.2,100
Indoor/Outdoor Games,Fan Shop,11/28/2,29,4398.24,0.31,48.28,5980.94,100
Indoor/Outdoor Games,Fan Shop,5/22/20,77,12345.06,0.31,50.65,9779.42,100
Water Sports,Fan Shop,1/20/20,52,10399.48,0.31,59.62,8332.92,100
Water Sports,Fan Shop,1/3/201,45,8999.55,0.31,51.11,9732.85,100
Water Sports,Fan Shop,5/13/20,54,10799.46,0.31,51.85,9732.85,100
Water Sports,Fan Shop,7/11/20,48,9599.52,0.31,45.83,9932.84,100
Camping & Hiking,Fan Shop,3/15/20,30,8999.4,0.3,53.33,11499.23,101
Camping & Hiking,Fan Shop,7/31/20,40,11999.2,0.3,45.0,11299.25,101
Camping & Hiking,Fan Shop,9/25/20,43,12899.14,0.3,55.81,13999.07,101
Fishing,Fan Shop,3/16/20,54,21598.92,0.3,44.44,18665.73,101
Fishing,Fan Shop,5/16/20,46,18399.08,0.3,56.52,21732.25,101
Fishing,Fan Shop,7/11/20,63,25198.74,0.3,52.38,21732.25,101
Indoor/Outdoor Games,Fan Shop,1/2/201,56,8796.48,0.3,51.79,9479.54,101
Indoor/Outdoor Games,Fan Shop,10/3/20,46,7197.12,0.3,45.65,6130.88,101
Indoor/Outdoor Games,Fan Shop,2/20/20,44,7097.16,0.3,50.0,8679.86,101
Indoor/Outdoor Games,Fan Shop,6/21/20,53,8746.5,0.3,52.83,7780.22,101
Water Sports,Fan Shop,12/16/2,27,5399.73,0.3,44.44,6133.03,101
Water Sports,Fan Shop,5/15/20,50,9999.5,0.3,46.0,9799.51,101
Water Sports,Fan Shop,8/7/201,44,8799.56,0.3,50.0,10532.81,101
Water Sports,Fan Shop,9/8/201,43,8599.57,0.3,51.16,9399.53,101
Camping & Hiking,Fan Shop,4/6/201,48,14399.04,0.29,50.0,10899.27,102
Camping & Hiking,Fan Shop,6/6/201,38,11399.24,0.29,44.74,11099.26,102
Fishing,Fan Shop,3/14/20,41,16399.18,0.29,43.9,19465.69,102
Fishing,Fan Shop,8/9/201,42,16799.16,0.29,50.0,19065.71,102
Indoor/Outdoor Games,Fan Shop,11/12/2,55,8296.68,0.29,49.09,6230.84,102
Indoor/Outdoor Games,Fan Shop,3/12/20,73,11145.54,0.29,52.05,9329.6,102
Indoor/Outdoor Games,Fan Shop,3/18/20,52,7596.96,0.29,48.08,8080.1,102
Indoor/Outdoor Games,Fan Shop,4/16/20,52,8596.56,0.29,48.08,8696.52,102
Camping & Hiking,Fan Shop,5/18/20,39,11699.22,0.28,53.85,11899.21,103
Camping & Hiking,Fan Shop,5/23/20,32,9599.36,0.28,43.75,11699.22,103
Fishing,Fan Shop,11/18/2,39,15599.22,0.28,51.28,14665.93,103
Fishing,Fan Shop,5/18/20,54,21598.92,0.28,46.3,20265.65,103
Indoor/Outdoor Games,Fan Shop,10/10/2,40,6147.54,0.28,52.5,7213.78,103
Indoor/Outdoor Games,Fan Shop,11/15/2,36,5397.84,0.28,41.67,5997.6,103
Indoor/Outdoor Games,Fan Shop,11/29/2,32,5397.84,0.28,43.75,5647.74,103
Indoor/Outdoor Games,Fan Shop,12/19/2,36,5247.9,0.28,47.22,5681.06,103
Indoor/Outdoor Games,Fan Shop,8/23/20,47,6797.28,0.28,51.06,8080.1,103
Toys,Fan Shop,1/16/20,69,796.26,0.28,47.83,792.41,103
Water Sports,Fan Shop,11/3/20,18,3599.82,0.28,55.56,5466.39,103
Water Sports,Fan Shop,9/13/20,53,10899.47,0.28,52.83,9382.88,103
Camping & Hiking,Fan Shop,10/1/20,37,11099.26,0.27,40.54,11799.21,104
Camping & Hiking,Fan Shop,3/12/20,33,9899.34,0.27,51.52,12099.19,104
Fishing,Fan Shop,1/20/20,51,20398.98,0.27,47.06,19599.02,104
Fishing,Fan Shop,10/18/2,37,14799.26,0.27,56.76,13199.34,104
Fishing,Fan Shop,11/9/20,37,14799.26,0.27,62.16,15999.2,104
Fishing,Fan Shop,6/10/20,63,25198.74,0.27,47.62,23065.51,104
Indoor/Outdoor Games,Fan Shop,10/11/2,48,7796.88,0.27,43.75,7763.56,104
Indoor/Outdoor Games,Fan Shop,3/3/201,52,7546.98,0.27,48.08,8096.76,104
Indoor/Outdoor Games,Fan Shop,8/20/20,48,7497.0,0.27,50.0,6963.88,104
Water Sports,Fan Shop,12/13/2,26,5199.74,0.27,46.15,7266.3,104
Water Sports,Fan Shop,2/22/20,49,9799.51,0.27,44.9,9399.53,104
Water Sports,Fan Shop,7/2/201,62,12399.38,0.27,46.77,11132.78,104
Camping & Hiking,Fan Shop,12/13/2,27,8099.46,0.26,40.74,7899.47,105
Camping & Hiking,Fan Shop,3/10/20,53,15898.94,0.26,52.83,13099.13,105
Fishing,Fan Shop,8/24/20,50,19999.0,0.26,46.0,22265.55,105
Indoor/Outdoor Games,Fan Shop,11/19/2,38,5697.72,0.26,44.74,6047.58,105
Indoor/Outdoor Games,Fan Shop,3/22/20,43,6897.24,0.26,51.16,8096.76,105
Water Sports,Fan Shop,10/12/2,31,6199.69,0.26,45.16,6733.0,105
Water Sports,Fan Shop,9/29/20,65,13299.35,0.26,53.85,10399.49,105
Camping & Hiking,Fan Shop,3/7/201,32,9599.36,0.25,46.88,11099.26,106
Fishing,Fan Shop,2/4/201,51,20398.98,0.25,49.02,15065.91,106
Fishing,Fan Shop,9/12/20,64,25598.72,0.25,51.56,22532.21,106
Indoor/Outdoor Games,Fan Shop,10/1/20,67,9346.26,0.25,44.78,8330.0,106
Indoor/Outdoor Games,Fan Shop,11/25/2,40,6547.38,0.25,45.0,6130.88,106
Water Sports,Fan Shop,12/5/20,36,7199.64,0.25,50.0,6466.34,106
Water Sports,Fan Shop,4/26/20,48,9599.52,0.25,45.83,8999.55,106
Camping & Hiking,Fan Shop,10/26/2,25,7499.5,0.24,48.0,8599.43,107
